weight_id,search_origin,weight_F1,weight_F3,weight_F4,excluded_outer_substation,inner_substations,inner_macro_precision,inner_macro_recall,inner_macro_f1,inner_pooled_tp,inner_pooled_fp,inner_pooled_fn,mean_inner_threshold,minimum_inner_threshold,maximum_inner_threshold,selection_context
weight_0028,grid,0.1,0.5,0.4,beta_A,7,0.38412288037760767,0.5871629379024338,0.3458771262016909,290,698,155,0.7215483954974583,0.687792181968689,0.8147705793380737,outer_holdout_beta_A
weight_0029,grid,0.1,0.55,0.35000000000000003,beta_A,7,0.34024169827442,0.638871378854572,0.35255811404194054,328,822,117,0.690505862236023,0.6718562841415405,0.7996925115585327,outer_holdout_beta_A
weight_0030,grid,0.1,0.6000000000000001,0.30000000000000004,beta_A,7,0.2919476634384441,0.6886669091879176,0.3756183258282185,379,826,66,0.6710616946220398,0.6590057015419006,0.673071026802063,outer_holdout_beta_A
weight_0031,grid,0.1,0.65,0.25,beta_A,7,0.2933353269315901,0.6849775789103519,0.37576463973826096,376,828,69,0.6592792017119271,0.658627986907959,0.6631287932395935,outer_holdout_beta_A
weight_0032,grid,0.1,0.7000000000000001,0.2,beta_A,7,0.2892603360554724,0.6859670656141245,0.37207410802425667,376,862,69,0.6438944339752197,0.6391218900680542,0.6477923393249512,outer_holdout_beta_A
weight_0033,grid,0.1,0.75,0.15000000000000002,beta_A,7,0.2886469420416372,0.6648496732026145,0.36472009452127924,362,867,83,0.6382901668548584,0.629286527633667,0.6588554382324219,outer_holdout_beta_A
weight_0034,grid,0.1,0.8,0.1,beta_A,7,0.2815698603206845,0.6672881758764111,0.3555532439962195,359,922,86,0.619741405759539,0.5434108972549438,0.6571804285049438,outer_holdout_beta_A
weight_0035,grid,0.1,0.8500000000000001,0.05,beta_A,7,0.2788515976867104,0.6726928104575164,0.35438718821129667,364,944,81,0.6072022063391549,0.5241266489028931,0.6480235457420349,outer_holdout_beta_A
weight_0036,grid,0.15000000000000002,0.05,0.8,beta_A,7,0.6995552045061972,0.6746889058653764,0.6745457862473104,383,41,62,0.8848818710872105,0.8820061087608337,0.8854808211326599,outer_holdout_beta_A
weight_0037,grid,0.15000000000000002,0.1,0.75,beta_A,7,0.6154063912224128,0.6611763008233597,0.6052573419470503,374,91,71,0.8320755447660174,0.7906278371810913,0.8519694209098816,outer_holdout_beta_A
weight_0038,grid,0.15000000000000002,0.15000000000000002,0.7000000000000001,beta_A,7,0.6082786490042501,0.7014798404210169,0.6414786289265605,406,88,39,0.7918082475662231,0.7888803482055664,0.8071168661117554,outer_holdout_beta_A
weight_0039,grid,0.15000000000000002,0.2,0.65,beta_A,7,0.6039222896365752,0.6996281664180825,0.6407022028858217,395,93,50,0.7648867453847613,0.7595040798187256,0.7707851529121399,outer_holdout_beta_A
weight_0040,grid,0.15000000000000002,0.25,0.6000000000000001,beta_A,7,0.5880817781658118,0.6487668036911735,0.6030201488279676,369,85,76,0.7550243479864938,0.7401446104049683,0.7599555253982544,outer_holdout_beta_A
weight_0041,grid,0.15000000000000002,0.30000000000000004,0.55,beta_A,7,0.5654251212029868,0.6194654831629622,0.5768865682216282,356,106,89,0.7402383599962506,0.7313565611839294,0.7450021505355835,outer_holdout_beta_A
weight_0042,grid,0.15000000000000002,0.35000000000000003,0.5,beta_A,7,0.5429381175091613,0.5926481622952211,0.5448803923681229,341,118,104,0.7241854752813067,0.7164047360420227,0.7256577014923096,outer_holdout_beta_A
weight_0043,grid,0.15000000000000002,0.4,0.45,beta_A,7,0.5197452787818186,0.5214130500685122,0.5094808125343173,322,119,123,0.7189253228051322,0.7184961438179016,0.7212076783180237,outer_holdout_beta_A
weight_0044,grid,0.15000000000000002,0.45,0.4,beta_A,7,0.4763312619235652,0.5113847963427796,0.480330464490597,319,157,126,0.7045245681490216,0.7025926113128662,0.707485556602478,outer_holdout_beta_A
